hash,ssim,mse,ssim_fail,mse_fail
0028e857f1c1864d5d9b713fb27ad9ca,0.7651971624832148,90.4330258302583,0.1875367840074357,100.68179197416974
013a0cafc5f7ae9b0bf9271c3cee4dc5,0.5014165793203924,111.77180581180812,0.7570142870253095,118.73195341328413
01b09058554079ab88d6163f4762028a,0.5326479100208472,110.1038053505535,0.7570142870253095,118.73195341328413
020d149a49c63b71f6d52113cb9ae4c1,0.47281991062593265,90.92459640221402,0.7570142870253095,118.73195341328413
0242e5df31878c44a589771a080c8ded,0.2807690822316203,119.27510378228783,0.757029571514815,118.68636992619926
034e2f32e5c2e2fa8b3073e0932dd472,0.45340736133139287,115.41645525830258,0.7570142870253095,118.73195341328413
04b69ec707c0d3ff3d8bb8bb96197804,0.7565830809970697,47.89794741697417,0.6533576471631056,110.94190498154981
04d74498996e7c67b2e769e879aad35d,1.0,0.0,0.3644226087681134,121.35450876383764
059fbe0b1ee2a5f3e8592a2cb19c77fb,0.5048747613106823,106.07201337638377,0.757029571514815,118.68636992619926
0651fca49f8d339858a9f7a3fd21180c,0.3635513304156261,109.6622463099631,0.7570142870253095,118.73195341328413
06f7e52ce351133acf07e4ad11f0228b,0.5530984584760806,116.88427121771218,0.7570142870253095,118.73195341328413
07178ac175c942d03c3c6497cf23ed37,-3,-3,-3,-3
071fe0395dd0ca589b2c42e4c47dfbfb,0.7873694478122624,77.43326798892988,0.1042887093442866,103.62528828413284
082624941037db316f4af809ccf8dfde,0.5064558476038482,86.42824031365313,0.757029571514815,118.68636992619926
0926f1829681cd012ba33120aaa921de,0.7807736284416676,26.25227167896679,0.6766390600033154,109.53972555350553
0a40d708b9715c5748433ca780faaf19,0.31363300616020046,118.79868542435425,0.7570142870253095,118.73195341328413
0aa55f853ff8fcdb738118ba010a4e86,0.5839030860309048,85.46600553505534,0.749470178262725,110.35132610701108
0af8bf82e548424909f822a32b2f5493,0.78143852969472,54.79403828413284,0.19950763496531085,121.71261531365313
0b7d25d1c9d0d33da0d9edb8d911d580,0.5535001924877809,108.26535977859778,0.757029571514815,118.68636992619926
0ba1181b253d3e31a1118ef726fb6e1c,1.0,0.0,0.11040561495851339,108.32720249077491
0cd9abc13ec7e61f9faac2af369f5cda,0.3115786998542944,131.32826337638377,0.7570142870253095,118.73195341328413
0cf1ced3ecac878e42a3c618402d9e21,0.678199243679972,68.10255996309964,0.7570142870253095,118.73195341328413
0d2f6d13d2576abdfd2866f6324748ba,0.42402204414235195,22.391997232472324,0.8664763363695753,108.20765682656827
0d5d77bffdedd30a9edaae0b543993da,0.6386540518825145,88.03747693726937,0.757029571514815,118.68636992619926
0d970da4a6fa873516abfd5ffe9c1332,0.006901459307284087,114.72578413284133,0.757029571514815,118.68636992619926
0da4d77baf1f401cf34d6097312b3a77,0.7844782697106627,20.75198339483395,0.7448333045163972,107.31658210332104
0db283cbc0e4406ece824af54ab9fe7a,0.7266257609962455,51.784997693726936,0.7570142870253095,118.73195341328413
0f51f0c6ff8898c85eceba2ab1770f6f,0.7457017658889787,6.034686346863468,0.5247370505587021,111.27312038745387
10535d8e78a8b45846b29dd50d3b58bd,0.24596191369522163,84.32892066420665,0.7755643503856442,112.15955950184502
10941ec77223ee752d6bb6d99cb5f42d,0.7528939955066634,104.82937038745388,0.7570142870253095,118.73195341328413
1127302a38ca3fdbaed74f1d0277e4cc,1.0,0.0,0.0458710866954605,105.23339483394834
11a79e783ca57453c2b13f371281eee0,0.6902361005134854,45.64099400369004,0.757029571514815,118.68636992619926
1230e0ee0828ab64827f857e411c4ae9,1.0,0.0,0.7755643503856442,112.15955950184502
13aee6f0c2c394e7069a35e8b21a689d,0.4972115169733255,106.96682426199261,0.7570142870253095,118.73195341328413
148a5a0f8b7d36fd07ebd4d4e1909b7d,0.6515236962030836,65.89921586715867,0.7570142870253095,118.73195341328413
150439676f1e31e4f7653be6e49a6b6f,0.4197372970465664,102.62642988929889,0.7570142870253095,118.73195341328413
151d6191988a591ed8bff3fccc10ad80,0.8678907633663955,108.36944188191882,0.7570142870253095,118.73195341328413
16c9faa3b79bfd4fa9b54c86e0f4d704,0.3938901443935292,114.13894142066421,0.757029571514815,118.68636992619926
17a80f89b7a7a5a370da0f0259971f2a,0.7797134854953018,15.571033210332104,0.749470178262725,110.35132610701108
184b6e42bcaf7791e96aa17efd6e441f,0.7538487638494923,106.87416974169741,0.7570142870253095,118.73195341328413
196e0ec0f0d1097dd970946b2a57a24d,0.4901474567777401,107.97425046125461,0.7570142870253095,118.73195341328413
